,EX.UL,OLI.1,AST,OPC,EX.DL1,IN.VIP,EX.DL2,IN-PV,EX.NRGN,OLI.2,MGL,IN.SST,EX.NRG1,IN.SV2C,EX.DL3,END/PER,EX.DL4
TMEM132C,-0.289504757,-0.145476979,0.016709865,1.356839758,-0.384875691,-0.266516995,-0.167260793,1.305269517,-0.39874088,0.292987035,-0.392974273,-0.065797226,-0.333785152,-0.035082003,-0.373389448,0.085735967,0.501672453
MMD2,-0.180901432,-0.303451087,1.319740714,0.798298467,-0.288738803,-0.162688296,-0.295623664,-0.237310335,-0.300699652,-0.301849539,-0.219020417,-0.193928194,-0.289170035,0.015563782,-0.190476354,-0.290663814,0.341738942
OPALIN,-0.287691941,1.116562863,-0.274755028,-0.282315285,-0.286882905,-0.28996923,-0.285987669,-0.289684901,-0.286976271,1.215144576,-0.234693345,-0.286140612,-0.283639148,-0.293065929,-0.281515738,-0.2855181,-0.293443513
PON2,-0.333260436,0.253135671,1.159337136,0.318247378,-0.335346565,-0.308247207,-0.334956428,-0.330951867,-0.323610707,0.22597191,-0.127583434,-0.329790716,-0.332358769,-0.336020025,-0.338019919,0.435562056,-0.341985473
SGCZ,-0.145405891,-0.492383198,-0.492734402,1.040782418,-0.208721535,0.457010295,-0.112345961,0.866712679,-0.491552911,-0.554203239,-0.53043901,0.519466201,0.667102083,2.205831495,0.586838854,-0.49421813,0.4943925
SFMBT2,-0.285134606,-0.15336562,0.515540937,-0.349898182,-0.079791666,-0.329834784,-0.269932516,0.335530817,-0.421638207,0.036382281,2.488284785,0.082133121,0.103297301,-0.219100145,-0.126158367,-0.069796318,-0.444260325
GJA1,-0.233303541,-0.230883427,1.931971861,-0.230849552,-0.234589428,-0.238416971,-0.233774671,-0.232936827,-0.200225261,-0.241119931,-0.155287388,-0.234761677,-0.23000551,-0.233977691,-0.237237188,-0.012246324,-0.235488985
ATP1B2,-0.326826027,-0.335919812,1.434878947,0.208902798,-0.202286605,0.213941376,-0.118646053,-0.05648991,-0.26748927,-0.345251245,-0.262790377,0.069894251,-0.339179362,0.385996348,-0.207497594,-0.073472301,0.217164701
PLLP,-0.341451781,0.982377918,-0.331211393,0.639347988,-0.338478247,-0.344292673,-0.339314851,-0.340163902,-0.349586131,1.11189916,-0.290676592,-0.333745069,-0.337846102,-0.346251535,-0.337040145,-0.121435683,-0.353115747
DOCK8,-0.155696505,-0.177124535,-0.167435565,-0.167580779,-0.162228618,-0.137753641,-0.155548767,-0.164595063,-0.168944731,-0.180206946,4.183474427,-0.168036881,-0.161932966,-0.16758218,-0.157628047,-0.02645508,-0.165526106
DLX6-AS1,-0.269322452,-0.27688525,-0.271932643,-0.276372508,-0.270631633,2.171815533,-0.26340596,0.715543034,-0.260520923,-0.279666437,-0.260267408,0.464420902,-0.268928229,2.021298458,-0.266201686,-0.260659496,-0.265041796
AC114971.1,-0.231967417,-0.189238378,1.550306763,0.255492816,-0.223186456,-0.104482698,-0.24464143,-0.194392464,-0.296511631,-0.186214431,-0.238675046,-0.263361889,-0.267466657,-0.193736874,-0.265791373,-0.206456786,-0.299279685
SLC4A4,-0.022385996,-0.432320338,1.995189001,-0.186651959,-0.402047176,-0.161707369,-0.382670774,0.235443328,-0.373045603,-0.429838264,-0.321149967,-0.388770761,-0.300000756,-0.318178933,0.100273609,-0.208912352,-0.4096625
AL033523.1,-0.283976949,0.757508467,-0.253228832,-0.220626335,-0.280254403,-0.250859473,-0.2753705,-0.272798491,-0.280836565,1.991705321,-0.22880824,-0.263646935,-0.281737944,-0.253261223,-0.272865159,-0.140678788,-0.288076347
NHSL1,-0.274645249,-0.30774044,1.858859854,0.094087223,-0.28039174,-0.288695092,-0.285767854,-0.29050455,-0.295398364,-0.307816506,0.58742618,-0.285901047,-0.254521535,-0.289539929,-0.273269865,0.128397504,-0.287557329
PLPP3,-0.321576498,-0.006402098,1.482786748,0.455262838,-0.33211412,-0.299859039,-0.328016322,-0.31816888,-0.330354445,0.191044686,-0.259742444,-0.324929911,-0.326344829,-0.27475396,-0.325459726,-0.139629809,0.003340712
SELENOP,-0.28176412,1.155704275,-0.153206906,-0.118781607,-0.279711335,-0.286138192,-0.281540841,-0.288381104,-0.287449959,0.419650382,-0.127913701,-0.289885972,-0.282282942,-0.292304214,-0.286730163,0.062385692,-0.283589585
MAG,-0.302060875,1.226438902,-0.292304998,-0.290561304,-0.302838911,-0.306974438,-0.299036839,-0.301317595,-0.303966003,1.113057726,-0.244054286,-0.306672841,-0.293001692,-0.310896369,-0.300250671,-0.275938105,-0.307483168
RELN,-0.179699851,-0.049354367,-0.190260438,-0.197379162,-0.186841532,1.090295533,-0.142967243,-0.187248077,-0.181107703,-0.085535314,-0.181436169,0.956394007,-0.186187801,1.724810269,-0.187534348,-0.168772076,-0.18625858
LRP1B,-0.085593429,-0.579896117,0.623667427,0.998980817,0.025523423,0.393183766,0.654569274,0.098925752,-1.227235014,-0.9003803,-1.204377732,0.408162394,0.931124246,-0.307653844,1.130150393,-1.19353121,0.922389091
AL359091.1,-0.312063157,1.34366821,-0.307676371,-0.007250932,-0.311224621,-0.318731619,-0.305375835,-0.308007346,-0.33142982,0.541085978,-0.256659481,-0.317420625,-0.305283185,-0.312480274,-0.312629224,-0.300572603,-0.314898283
FSTL5,-0.246780815,-0.460434058,-0.349831486,-0.468440655,0.992678378,0.877711535,0.46125727,0.208336176,-0.34369482,-0.475426086,-0.409948896,0.729966785,0.400595574,2.114914043,0.240885129,-0.432687259,1.063523439
DISC1,-0.265990162,0.008804465,-0.326714478,1.532781271,-0.322406258,-0.176406172,-0.318567583,-0.247192438,-0.337705867,0.110319507,1.984411655,-0.284151931,-0.306399652,-0.095589603,-0.31210517,0.589921314,-0.283856066
B2M,-0.270362552,0.183138192,-0.109471715,0.375984494,-0.26064676,-0.069218719,-0.248995938,-0.115523267,-0.156471601,-0.050025194,0.848960309,0.038137592,-0.153781691,0.204342816,-0.11798803,2.56490417,0.22683549
CERCAM,-0.3683988,1.339891833,-0.333324337,-0.298458849,-0.324339626,-0.345065171,-0.352175228,-0.369882825,-0.393979997,1.62156316,-0.301940442,-0.361786481,-0.346879606,-0.380088326,-0.373109285,-0.349239247,-0.382409746
RNASE1,-0.25002601,1.105816045,-0.238007718,-0.238977221,-0.202246523,-0.251130459,-0.248911413,-0.241621747,-0.23818084,0.332640408,-0.088861316,-0.231129325,-0.242135572,-0.248463165,-0.243247435,0.307842491,-0.254105494
TLE4,-0.180886331,0.5184972,-0.230519921,0.332640189,-0.130627653,-0.48054226,-0.034204565,-0.41148502,-0.320816565,0.38448085,0.071872172,-0.241604316,-0.196426706,-0.514996356,1.396678861,-0.028788808,1.429535106
SPP1,-0.309380399,1.075081249,-0.298551569,-0.314105924,-0.310243277,-0.291383237,-0.309226634,-0.27131308,-0.304995246,0.631832495,1.040423157,-0.257571231,-0.307010978,-0.314870194,-0.309296294,-0.304554827,-0.322523031
ABCA8,-0.32571444,1.225374046,-0.307541485,-0.319259948,-0.324903933,-0.327193506,-0.324991884,-0.327468524,-0.33199553,1.393149336,-0.256190227,-0.314739292,-0.320439785,-0.335103674,-0.327391668,0.091752584,-0.3190293
AC002429.2,-0.153409367,-0.265442229,1.702838574,-0.087613213,-0.181664536,-0.204827995,-0.118351694,-0.187788633,-0.335788013,-0.303206289,-0.254380227,-0.208651122,-0.166799748,-0.202000325,-0.115826429,-0.293417573,-0.143517027
SLC5A11,-0.279634055,1.034123505,-0.265184774,-0.291761758,-0.288737007,-0.278937791,-0.288677478,-0.290140408,-0.299755649,1.425705649,-0.242246885,-0.284242789,-0.283462412,-0.282807016,-0.274679572,-0.280073965,-0.281377194
GAD1,-0.332158471,-0.343539657,-0.317025882,0.271392228,-0.333770456,1.206402691,-0.328100648,1.621797548,-0.287256047,-0.317007214,-0.329097925,1.322190774,-0.334256166,1.440416043,-0.332724791,-0.297631631,-0.314354339
MT2A,-0.218174213,0.015611589,1.286614099,0.175431052,-0.281961077,-0.282355683,-0.292375693,-0.289793666,-0.228745135,-0.248429576,-0.129837532,-0.283892491,-0.220688751,-0.284904956,-0.265456748,1.509024817,-0.276340795
IL1RAPL2,-0.279998149,-0.375776361,-0.365315799,-0.360541394,2.023819491,0.461326371,1.638244209,-0.232485295,-0.33403041,-0.38279126,-0.350091149,-0.308441886,0.557761987,0.043641509,-0.322944416,-0.339443129,-0.239417547
TOX,-0.24068701,-0.554029785,0.512167301,0.678620038,1.162392475,-0.513102053,0.642757973,-0.003926816,-0.442882156,-0.555702688,-0.455570055,-0.128229793,-0.117237265,0.618107167,0.397641079,-0.278043197,1.442121599
COL5A3,-0.197273273,-0.341272894,2.091795059,0.004863536,-0.275484892,-0.310626572,-0.260722015,-0.261160285,-0.318428783,-0.348307704,-0.21176378,-0.295815511,-0.115711188,-0.309412741,-0.298921405,0.132706623,-0.326050657
GRAMD2B,-0.33623483,0.114300813,1.325030452,0.329957367,-0.269861341,-0.383895957,-0.264145143,-0.372077719,-0.371932244,0.328558045,-0.253723259,-0.273982906,-0.360291152,-0.386213207,-0.116903486,0.369150173,-0.327803974
HS3ST5,-0.302971659,0.74471534,-0.071699575,-0.455192766,-0.062235757,0.029600947,-0.100764972,-0.356043932,-0.43275399,0.849030887,-0.412955874,-0.374122104,0.44780213,0.419417379,0.106855512,-0.437609871,-0.435174303
LINC01170,-0.295611501,0.901484362,-0.279725647,0.242193733,-0.29317684,-0.147776291,-0.301325611,-0.284326241,-0.309931263,1.05940331,-0.25246526,-0.242724267,-0.297189688,-0.295570477,-0.296126455,-0.282342494,-0.304248592
PLPPR1,-0.335141578,0.37504513,-0.414590182,1.438215742,-0.370543685,0.320208996,-0.388701341,-0.07503702,-0.411568377,0.596025858,-0.390565647,0.180622205,-0.353041287,-0.023395351,-0.273008216,-0.393779966,0.377710019
APOE,-0.252776461,-0.248219995,1.572009817,-0.10710119,-0.246943731,-0.252572505,-0.241642403,-0.239528903,-0.179937884,-0.259383109,0.847654213,-0.245788098,-0.246119078,-0.226233425,-0.232699788,0.074611431,-0.2264079
LUZP2,-0.210523906,-0.408112302,-0.382754178,2.332266224,-0.373272613,0.078026948,-0.070021954,0.568363361,-0.355456609,-0.429133254,-0.416651934,-0.166400935,-0.396008164,1.068494391,0.857256192,-0.38439271,1.232860222
SLC24A3,-0.335067924,-0.388376966,0.313746695,1.10681053,-0.343683111,1.224783158,-0.360072529,0.146295513,-0.370494921,-0.397346103,-0.364481991,1.023645722,-0.349643351,0.329861377,-0.326876467,-0.254557781,0.654228535
VRK2,-0.293014245,1.019697373,-0.295093136,-0.145396686,-0.303696808,-0.298242556,-0.299438195,-0.301546989,-0.307220703,1.147984387,0.121253318,-0.274417606,-0.301755782,-0.30495176,-0.302404477,0.006835871,-0.287057011
PARD3B,-0.326180215,-0.082701739,1.691888953,0.155508906,-0.34409957,-0.143606528,-0.3351012,-0.290852578,-0.360391795,-0.203198988,0.014058696,-0.283936282,-0.341507525,-0.043808581,-0.343442577,0.706360036,-0.355949907
SLCO1A2,-0.333907954,1.286032148,-0.306393436,-0.324175511,-0.329794983,-0.330232086,-0.332392925,-0.329606565,-0.333019713,1.170868982,-0.271766415,-0.331066941,-0.331629326,-0.338853788,-0.328061923,0.701418605,-0.332980811
VCAN,-0.264934934,-0.273556845,-0.073515708,2.969339254,-0.205167181,-0.072189676,-0.265075691,-0.254195055,-0.261481293,-0.276211638,-0.253062557,-0.213361474,-0.264050361,-0.000956842,-0.162922689,-0.205588056,-0.273855065
CNDP1,-0.338440825,1.216124161,-0.320744377,-0.32887232,-0.336211763,-0.338801807,-0.339667416,-0.330340812,-0.341316575,1.691384875,-0.258728508,-0.332346782,-0.334910732,-0.341642697,-0.343257463,-0.317191812,-0.346586421
ATP1A2,-0.269864371,-0.32982796,1.983258365,0.266861697,-0.282809203,-0.32416142,-0.317732118,-0.314093556,-0.271626113,-0.326235696,-0.226837809,-0.315100394,-0.264094574,-0.325142246,-0.321679448,1.691270755,-0.336258129
SEMA5A,-0.283927529,-0.125131128,-0.208138408,2.358918661,-0.160628345,0.130942043,-0.272201657,-0.228763371,-0.29565847,0.021598022,-0.314654112,-0.280458659,-0.154367184,-0.290922519,0.268563218,0.476996283,-0.161657564
CLDN11,-0.355411488,1.35738937,-0.346671148,-0.33997663,-0.348571365,-0.32477903,-0.354763069,-0.350586317,-0.362707098,1.496728349,-0.291304261,-0.346450666,-0.344410249,-0.36774438,-0.344518083,-0.23514791,-0.364055051
AC004852.2,-0.217430534,-0.228878144,-0.225115703,2.868252707,-0.218005549,-0.124836153,-0.217354778,-0.213574259,-0.223037576,-0.231644032,-0.223140106,-0.126519809,-0.218800219,-0.162866322,-0.180593873,-0.204429624,-0.223431542
PTPRM,-0.376127514,-0.313532217,0.205578566,0.194299317,-0.407499284,0.207215491,-0.069232363,1.383965079,-0.443480392,-0.26964843,-0.183763057,1.128610932,-0.309173043,1.482510664,-0.12621748,1.032557579,-0.168936846
CLU,0.030141184,-0.504797823,1.147962233,-0.360241966,0.038253582,-0.066403918,-0.062590579,-0.224123967,0.981032438,-0.676716906,-0.58016228,-0.187524725,0.152610822,0.043795944,0.115251718,-0.319805657,-0.217172026
CHST11,-0.289607465,-0.481053968,0.334542113,1.848727654,-0.247796167,0.258932015,-0.414069756,-0.325098791,-0.450246589,-0.484115412,1.707250122,-0.217515013,-0.184694449,0.455457118,-0.272794673,-0.19771849,-0.240434395
LPAR1,-0.376893458,1.1913817,-0.287995825,-0.363857282,-0.372686443,-0.360341527,-0.371808239,-0.362653118,-0.369673854,1.613749434,0.230709844,-0.157686642,-0.369436518,-0.370405681,-0.372931481,-0.278385144,-0.38626703
FAM107B,-0.360541508,1.167804532,-0.326060752,-0.308200084,-0.356069107,-0.295584911,-0.355157675,-0.315071245,-0.363511622,1.846144159,-0.20733388,-0.310752553,-0.355729792,-0.359524126,-0.34953195,-0.184504706,-0.361128142
PLD5,-0.40552072,0.177971687,-0.157208496,0.337874788,-0.299481666,1.398889652,-0.394230112,0.728938813,-0.439169702,0.502797622,-0.39999828,-0.327399352,-0.004110738,0.112891908,-0.410082157,-0.395356137,-0.208195893
LINC00609,-0.320405851,0.945476617,-0.039105179,-0.278555574,-0.328973862,-0.276106143,-0.323313869,-0.32631487,-0.350460356,1.64251211,-0.282887953,-0.331495906,-0.295469948,-0.31890763,-0.300329578,-0.339463831,-0.317129874
UGT8,-0.379045291,1.324258853,-0.358743148,0.051884072,-0.375518964,-0.37042922,-0.376804217,-0.357563831,-0.372347208,1.38357429,-0.29306858,-0.374814584,-0.374567682,-0.381879465,-0.366818906,-0.349520124,-0.384691378
CST3,-0.291122829,-0.278927647,1.595813816,0.488197843,-0.279165983,-0.213899781,-0.269127134,-0.30646563,-0.091308885,-0.339664896,0.132198529,-0.288030761,-0.282008136,-0.148904067,-0.296743856,0.31633413,-0.315091363
SLC7A14-AS1,-0.311857758,1.242063934,-0.374170812,-0.385379334,-0.313231351,-0.273784459,-0.339670143,-0.257476034,-0.406069012,1.549357633,-0.335196209,-0.301584116,-0.286238009,-0.362397276,-0.260431511,-0.269119,-0.283919943
ZNF98,-0.226762297,-0.252780486,1.913800539,-0.123948794,-0.214566695,-0.257881842,-0.184650085,-0.26413486,-0.243229817,-0.259264937,-0.178161162,-0.257100258,-0.166333251,-0.266198205,-0.174137559,-0.231879375,-0.257463463
SLC6A1,-0.452489844,-0.071726675,0.551743121,0.16258854,-0.412137032,0.444002311,-0.451646295,0.706929298,-0.421923793,0.283359457,-0.404184775,0.355077502,-0.452190609,1.868900151,-0.43620268,0.752737951,-0.413701131
AC079352.1,-0.343219291,0.762810799,0.225344168,0.190744805,-0.332635158,-0.131953835,-0.318156828,-0.343870795,-0.348832419,0.957018443,-0.280575965,-0.334582701,-0.313950403,-0.341415898,-0.336970929,-0.32755461,-0.345297568
NDRG2,-0.371430336,0.41698785,1.451142456,-0.082688014,-0.376452637,-0.318605866,-0.374995948,-0.350472593,-0.331497373,0.065202162,-0.095591397,-0.329953862,-0.374825965,-0.373697585,-0.37207056,0.062527142,-0.379774016
GRIP1,-0.24674529,-0.604743726,-0.513649565,-0.377987932,0.081543251,1.075607247,0.408854666,1.693951328,-0.561077697,-0.606335371,-0.574121272,1.60021684,0.0351465,2.1126809,0.50074218,-0.552390743,1.352190248
PARD3,-0.378349999,-0.404349946,1.511351825,0.906189175,-0.42080473,0.39821377,-0.423550245,-0.0513385,-0.441639981,-0.410624756,-0.364135021,0.044853635,-0.417223139,0.23604788,-0.399645523,1.163647112,-0.225158918
PLXDC2,-0.194395452,0.510929635,-0.379868522,-0.216909133,0.022385633,-0.527721001,-0.096986975,-0.602115789,-0.62562951,0.932661387,2.374750452,-0.603822322,0.479455324,-0.59928983,0.175084242,-0.389109132,-0.470862194
DNER,-0.417223874,0.11957919,-0.187810156,0.716910302,-0.401067944,0.631487443,-0.186862131,0.606378761,-0.353614321,0.256328302,-0.462013644,0.188718046,-0.348847493,1.734966053,-0.38967353,-0.478206156,-0.293140218
CNP,-0.377991343,1.397373937,-0.33418772,-0.098179975,-0.359726494,-0.382041583,-0.337462877,-0.365670721,-0.28769819,1.197327891,-0.34296097,-0.364893978,-0.344462896,-0.369013769,-0.373287861,-0.362846969,-0.375123639
SCD,-0.354553535,1.258384607,-0.104748523,-0.278796688,-0.331853059,-0.328053674,-0.296598307,-0.357317075,-0.300621398,0.967079507,-0.261894514,-0.333056957,-0.302874742,-0.313366063,-0.338259411,-0.280702535,-0.273616276
LINC01608,-0.36232297,1.384114527,-0.34212451,-0.352737011,-0.359686179,-0.367099729,-0.361707563,-0.363063005,-0.367006155,1.576424465,-0.288316958,-0.352123952,-0.357775301,-0.367258092,-0.355227411,-0.346619658,-0.368357517
CRYAB,-0.33060932,1.307816813,-0.112198708,-0.355627117,-0.223497396,-0.213782655,-0.243294396,-0.216271904,-0.310937617,0.256266532,-0.297287077,-0.263824403,-0.28839407,-0.112815998,-0.298736902,-0.316042123,-0.28597545
CNTNAP4,-0.33937357,0.770729667,-0.563182293,-0.50372337,0.352851604,0.663087286,-0.189009421,-0.29840608,-0.513658027,1.084003262,-0.52099515,-0.355434617,-0.221131667,1.014790631,0.190579883,-0.532294143,-0.169809397
ENPP2,-0.382832193,1.434268262,-0.381965426,-0.321934403,-0.376564364,-0.372635224,-0.386903043,-0.401817771,-0.389996538,1.737381237,-0.307030534,-0.375511945,-0.394662999,-0.382610191,-0.390332948,-0.315306824,-0.386642256
DOCK5,-0.456130649,1.266581721,-0.059534814,0.028737337,-0.457849906,-0.45278786,-0.458248362,-0.461450565,-0.465798775,1.816404546,-0.163934398,-0.459613262,-0.45392087,-0.438570788,-0.452185441,-0.275015299,-0.466484443
GLUL,-0.40131834,0.382939144,1.633277949,-0.302777857,-0.397897135,-0.319073229,-0.419124035,-0.268455651,-0.378340043,0.105537631,-0.033223677,-0.276392122,-0.328637654,-0.272774957,-0.379430408,-0.064092609,-0.378565157
LRMDA,-0.259459271,-0.285928044,-0.016482187,1.024011745,-0.116000202,-0.320157962,-0.263770779,-0.275569873,-0.341152635,-0.233711422,3.278618904,-0.339866495,-0.141641444,-0.346380476,0.198081423,0.67297205,-0.337061523
SLC9A9,-0.435081793,0.288945568,0.141560328,0.356454379,-0.4231448,-0.3627836,-0.266407081,0.840132309,-0.542949405,0.628020622,1.735912994,-0.256661029,-0.373867264,-0.546439621,-0.496485603,-0.342683066,-0.488687163
ADGRV1,-0.174144131,-0.397188959,2.506637254,-0.378919104,-0.20415065,-0.269051157,-0.246287216,-0.340115812,-0.383195655,-0.398802959,-0.278340265,-0.342958388,-0.15420576,-0.351862793,-0.271190282,-0.365049529,-0.301782988
C10orf90,-0.43715862,1.224567662,-0.314434498,0.330657755,-0.435051242,-0.436929618,-0.384791787,-0.435633086,-0.448078811,1.910874232,-0.369888939,-0.428255552,-0.432158184,-0.444847303,-0.432937198,-0.415147214,-0.11957978
AC012494.1,-0.296144819,1.199419877,-0.313984675,-0.290181882,-0.328462834,-0.318933664,-0.296061103,-0.32717029,-0.324081807,1.344910069,-0.25492415,-0.306411037,-0.313113885,-0.339017714,-0.283535693,-0.315337971,-0.3351544
KCNH8,-0.417392929,1.309393015,-0.41806504,0.382805359,-0.357568354,-0.367072271,-0.42513001,-0.429413243,-0.441709317,1.612889312,-0.359482591,-0.412401803,-0.432212658,-0.445854782,-0.434957413,-0.411714277,-0.446112416
OBI1-AS1,-0.258679128,-0.303777765,2.39790065,-0.272073666,-0.291980024,-0.289519185,-0.288154934,-0.293587899,-0.294997859,-0.308689731,-0.188683589,-0.283266796,-0.284275838,-0.283976238,-0.279348295,-0.263760424,-0.299645015
APOD,-0.32194912,0.849624266,-0.33748059,1.251243373,-0.313753125,-0.349318784,-0.145156116,-0.356177539,-0.25131862,0.146005829,-0.295724451,-0.325253368,-0.269346215,-0.356071787,-0.271869424,0.173806743,-0.361631417
PTN,-0.422753402,0.22122264,1.103708788,0.865610817,-0.421794572,-0.244957745,-0.326995523,-0.382743381,-0.367406289,0.308332963,-0.333635199,-0.299032409,-0.421952988,-0.413347841,-0.368116875,0.718822099,-0.225051389
PITPNC1,-0.345924771,-0.573627323,1.90360544,0.353527444,-0.437952663,0.327097099,-0.429565186,0.248438649,-0.475005782,-0.571087073,-0.240174147,0.42026891,-0.457517587,0.184814783,0.222415459,0.12845382,-0.426591929
