,EX.UL,OLI.1,AST,OPC,EX.DL1,IN.VIP,EX.DL2,IN-PV,EX.NRGN,OLI.2,MGL,IN.SST,EX.NRG1,IN.SV2C,EX.DL3,END/PER,EX.DL4
ETV1,-0.209968612,-0.303615597,0.22605537,0.783177617,-0.144096929,-0.264080636,0.552675362,-0.109415724,0.096056374,-0.318317923,-0.227107965,-0.170068835,0.007381423,0.381901369,0.58057111,-0.036030421,1.601254014
C8orf34,-0.120590519,-0.363286708,-0.345241568,-0.348119864,0.118352529,1.561469458,0.03947833,0.162620068,-0.27133112,-0.371404762,-0.351184079,0.372287786,0.204359002,1.517582357,0.737522737,-0.270478299,1.050417337
LRP2,-0.24903703,0.816592117,-0.244756957,-0.238337648,-0.247867026,-0.240312395,-0.242854378,-0.247860953,-0.25045295,1.467154673,-0.208737442,-0.246244824,-0.244220261,-0.231115287,-0.209609211,-0.238240635,-0.239695558
AL163541.1,-0.017066131,-0.165855027,-0.021605412,-0.141414584,-0.140464957,-0.127289686,-0.0927887,-0.115732753,-0.167078639,-0.147689853,2.508794916,-0.130729185,-0.088715895,-0.14214534,0.071669601,-0.151922527,-0.147330262
GNA14,-0.145007427,-0.212857256,1.591066823,-0.180843365,-0.105752526,-0.23490177,-0.182297378,-0.198796928,-0.220635228,-0.240701536,-0.204328844,-0.223149996,-0.212925745,-0.240183813,-0.187506862,-0.010295747,-0.033457679
C3,-0.137435738,-0.145223926,-0.11814267,-0.135484886,-0.138476859,-0.132828986,-0.13298938,-0.139748275,-0.127315848,-0.153028376,3.477935123,-0.135107019,-0.131907079,-0.131686409,-0.133724783,-0.117335446,-0.131110936
GRIN3A,-0.176401596,-0.272502503,-0.268018902,-0.271189395,-0.245489214,0.296863817,0.315554036,0.338689919,-0.138101496,-0.276037319,-0.260160452,1.934709442,-0.209377304,2.04914893,-0.035340821,-0.232222636,1.200332319
ADAM28,-0.123726215,-0.158854808,-0.160234866,-0.158915941,-0.126880829,-0.145976437,-0.120303468,-0.12785076,-0.146771984,-0.161793402,3.6381343,-0.151958743,-0.127727718,-0.15846844,-0.073915226,-0.133576041,-0.125879178
PDE3A,-0.174149274,-0.231784931,0.425176147,0.23107029,-0.191987478,1.18682185,-0.21286634,-0.039063027,-0.235735344,-0.243685541,-0.166103532,-0.206872778,-0.217777128,0.144703461,-0.203700667,0.948455823,-0.184867095
HSPA1A,-0.095398729,0.125405528,0.045869812,0.100569224,0.001850213,-0.011420959,-0.136604605,-0.087915845,-0.140167267,-0.291233554,0.575272425,0.01776818,-0.119475146,0.030132825,-0.170360847,0.680986019,-0.118758403
AC053513.1,-0.113018411,-0.240713346,1.405728505,-0.123960574,-0.128121382,-0.145796721,-0.138580176,-0.119242493,-0.279781174,-0.255436154,-0.130616043,-0.177613183,-0.137215302,-0.164150353,-0.129756743,-0.223484767,-0.125094786
ZFHX3,-0.15958521,-0.299608456,0.510622279,0.507199084,-0.308512116,-0.020648247,-0.15915532,-0.333392597,-0.379285373,-0.240635978,1.57065334,-0.296899034,-0.294053047,-0.344393839,1.026485157,1.157408642,-0.123839502
GRIK3,-0.246536544,-0.297272177,-0.304246246,0.462537047,-0.277449999,-0.235296184,0.26350592,0.944814678,-0.191441602,-0.276541767,-0.291869103,1.670034475,0.549541572,-0.292643906,1.121507829,-0.28689477,0.625038855
LINC00320,-0.193067804,0.93836905,-0.327650516,0.018287438,-0.264685661,-0.326415034,-0.299301895,-0.330651119,-0.29929329,1.134264266,-0.283475763,-0.333879203,-0.054587481,-0.313431824,-0.321461768,-0.31959477,-0.336034027
PTCHD4,-0.12389688,-0.407924008,-0.403094619,-0.398521258,0.71969873,-0.05311197,0.37764111,1.214741423,-0.382273087,-0.408797256,-0.156063815,0.688481968,-0.327220568,2.496342536,0.237117671,-0.32054997,0.57477694
TUBB2B,-0.217213736,-0.218617711,0.904781969,0.238674626,-0.216789071,0.366450907,-0.232832309,0.162603419,-0.185424107,-0.264413463,-0.211006385,0.138070845,-0.2407526,-8.14E-05,-0.220854983,-0.198849698,-0.180897575
CASC15,-0.065893755,-0.415983029,-0.42694938,-0.13609616,1.456983072,-0.189309225,1.970449814,-0.160761311,-0.249234949,-0.425309813,-0.37859998,-0.129405159,0.023812754,-0.11610878,0.049403913,0.370444779,0.243501826
BX284613.2,-0.149470074,-0.211224328,-0.13336268,2.247376078,-0.154089565,-0.174622861,-0.151085538,-0.137451949,-0.214433725,-0.217763936,-0.202362942,-0.163793493,-0.103489165,-0.176013132,-0.124059828,0.139378946,-0.181676352
LINC01630,-0.241442657,0.772478012,-0.284735525,-0.28040194,-0.266717265,-0.039431899,-0.28957525,-0.266386824,-0.304922398,1.514562328,-0.264820572,-0.235121267,-0.243636942,0.175291726,-0.268988374,-0.294128602,-0.299093255
ST6GAL1,-0.085862286,-0.352033286,-0.2946487,0.441945662,0.048877144,-0.281781675,0.081472981,-0.121331815,-0.259678065,-0.351442398,3.082566856,-0.106548649,-0.015839149,-0.209485652,0.004026738,1.055294791,-0.326090729
HEPN1,-0.248369446,0.322272202,0.763717205,0.187750593,-0.24822484,-0.196108692,-0.251944681,-0.251379585,-0.24997772,0.218963661,-0.200219249,-0.24531032,-0.25508113,-0.252293157,-0.250284993,-0.222797234,-0.250781235
STON2,-0.224863781,-0.222185636,1.748848945,-0.183350429,-0.230206587,-0.226396898,-0.230101042,-0.20016638,-0.230585023,-0.236491108,0.163971789,-0.20574537,-0.228786647,-0.225270138,-0.223662563,-0.196784388,-0.237396911
ADRA1A,-0.24946312,-0.307638554,0.578110497,0.43747918,-0.298212111,0.846136369,-0.163197213,0.141528524,-0.216098831,-0.310630076,-0.279412172,0.028103485,-0.295790366,0.961095766,-0.031815737,-0.284899591,-0.048300788
ALDH1A1,-0.194198514,-0.227184821,1.351567508,-0.218338334,0.416328865,-0.219097615,-0.19777174,-0.223186558,-0.201964057,-0.233257611,-0.155960899,-0.222089617,0.045398954,-0.217332187,-0.2071918,-0.111508307,-0.099474806
PCDH11X,-0.098602546,-0.45054343,-0.463683347,0.270966072,0.677576205,0.529890628,0.381792051,0.190104696,-0.413749448,-0.460523227,-0.449070157,1.579867588,0.050865186,-0.340025167,1.435095856,-0.375029938,0.297021692
RGS20,-0.157439392,-0.253924307,1.733479003,-0.240634576,-0.225285581,-0.139555885,-0.244440065,-0.189884259,-0.226085902,-0.255310661,-0.18318843,-0.165269559,-0.119031714,-0.160637595,-0.230600938,-0.226478386,-0.231115657
DPP10,0.353762625,-0.894234175,0.082319715,0.036048899,0.467499358,-0.492090547,1.018961196,1.543230533,-0.703635071,-0.956467803,-0.870916322,-0.297876661,0.889893364,-0.303673048,1.202921806,-0.837866355,1.128455606
PCSK6,-0.169693313,0.908006906,-0.32835723,-0.196382318,-0.325127982,-0.289912085,-0.364035811,-0.202838552,-0.368959292,1.61836704,-0.324540828,-0.235085793,-0.359742058,-0.300004466,-0.297864367,-0.339647977,-0.319477869
TXNIP,-0.249778861,0.495161136,0.045022803,0.268784682,-0.253350771,-0.244590089,-0.24865382,-0.251071736,-0.257167588,0.383166166,0.458579727,-0.240429038,-0.250651971,-0.201559668,-0.23406852,1.020063932,-0.24234654
BCAN,-0.164374275,-0.294396425,0.451580883,1.752409378,-0.163697928,-0.190278264,-0.149637261,-0.04582421,-0.16121422,-0.298946306,-0.280155894,-0.256555325,-0.155784578,-0.193810465,-0.224619542,-0.294542604,-0.15440126
ROR1,-0.255618783,0.222413414,0.414977621,-0.260398697,-0.252192377,-0.132459009,-0.272930208,0.389886069,-0.291939533,0.77117799,-0.220591848,-0.039226262,-0.257715008,-0.10172688,-0.154135151,0.192392774,0.740395482
BTBD11,-0.242793817,-0.276642731,-0.204234806,-0.11967102,-0.247477643,1.130879496,-0.103206952,2.124546422,-0.262551417,-0.273216233,-0.247623197,0.370855055,-0.248486347,0.137498254,-0.245433805,-0.250837131,-0.238482562
SLC25A18,-0.213116768,-0.196445009,1.729207134,-0.089755072,-0.232423991,-0.2274481,-0.230240445,-0.225297739,-0.247718241,-0.111698045,-0.160650284,-0.239255322,-0.223668061,-0.256034478,-0.234638141,-0.20987929,-0.246548392
MYO16,-0.13206225,-0.379642891,-0.346633008,0.718155846,-0.329151431,0.089521821,-0.176601801,1.824583535,-0.311379546,-0.378315615,-0.345227536,-0.172759941,0.046116711,2.419651396,0.008620108,-0.319947547,-0.299760905
RERG,-0.125371501,-0.329279061,0.905880386,-0.279711925,-0.168585933,0.794225295,-0.15568703,-0.269883096,-0.319256419,-0.334023525,-0.276640326,0.26758134,-0.108392747,0.85423405,-0.107126143,0.184428009,0.126558876
AGT,-0.195029378,-0.147705026,1.458584047,-0.112031558,-0.193712266,-0.144922922,-0.197405229,-0.20393843,-0.170560705,-0.146688821,-0.133720087,-0.199470366,-0.200066096,-0.204792998,-0.206191791,-0.030297924,-0.198246565
FYB1,-0.142863414,-0.151564685,-0.148223253,-0.14209343,-0.145702582,-0.142162921,-0.139836032,-0.1481359,-0.148352773,-0.1532367,3.741646644,-0.141443771,-0.141568326,-0.148154023,-0.134831355,-0.095962416,-0.123964116
GFAP,-0.180861007,-0.187341566,1.468783523,-0.104086575,-0.183702275,-0.195525549,-0.176019024,-0.186382208,-0.150017205,-0.212669545,-0.105718257,-0.191599731,-0.17493097,-0.182717039,-0.177733756,0.043526917,-0.191157514
PROX1,-0.256304753,0.363423616,-0.266596354,-0.021679113,-0.188899763,1.291398391,-0.26444794,-0.265469136,-0.259097902,0.501290239,-0.17952764,-0.270953193,-0.258450756,0.478400644,-0.265189247,-0.264638726,-0.271519792
MEGF11,-0.168988031,-0.251534768,-0.137471774,2.297654923,-0.18292232,0.178646728,-0.187982894,-0.17535381,-0.259038257,-0.252507532,-0.249212587,-0.20418819,-0.167304571,-0.120186704,0.056734393,-0.237147167,-0.169781503
LINC00844,-0.227243271,0.994856162,-0.118427674,-0.174501982,-0.23444445,-0.1636578,-0.240100453,-0.239551396,-0.250690444,0.372566793,-0.197152187,-0.246939802,-0.233227849,-0.248726886,-0.23714357,-0.233957974,-0.244393125
SYNPR,0.070952709,-0.443284382,-0.440522176,-0.441790726,0.047538185,1.968874803,-0.313900591,-0.221694747,-0.162842655,-0.450217952,-0.422433801,2.086062833,0.315785295,0.224221294,0.213732159,-0.415059453,0.007177869
GLI3,-0.219876945,-0.224357192,1.799785561,-0.214500387,-0.22664151,-0.226260639,-0.226117162,-0.140002659,-0.230901717,-0.222886096,-0.158297096,-0.210566816,-0.224273207,-0.170536218,-0.219802131,0.052632913,-0.232019706
RANBP3L,-0.227684937,-0.249390086,1.887766322,-0.227255159,-0.202666898,-0.229578815,-0.166417629,-0.193359441,-0.240852552,-0.254510472,-0.179985102,-0.227725853,-0.231131028,-0.232816061,-0.226306696,0.084004811,-0.234148092
AL392086.3,-0.232491381,0.264477232,0.912787315,-0.230044052,-0.236873951,-0.240105303,-0.241479709,-0.175234852,-0.258357035,0.374478971,-0.085052562,-0.164235562,-0.220993227,-0.241431535,-0.235287894,-0.238677184,-0.246729447
TNS3,-0.246714922,-0.266744978,0.776219392,0.950886836,-0.244960469,-0.113054456,-0.25520135,-0.258897107,-0.265526006,-0.265717093,1.101707118,-0.231678091,-0.186105037,-0.263295255,-0.255697439,0.142942914,-0.267550408
MERTK,-0.221940555,-0.273897307,1.183670843,-0.201640587,-0.085363431,-0.22825121,-0.166383996,-0.23927818,-0.26620385,-0.272707673,1.77229582,-0.247920186,-0.25710984,-0.16513374,-0.23659871,0.056070555,-0.266866443
ALDOC,-0.162033177,-0.314340797,0.488669587,0.162050707,-0.012288782,0.292876423,0.111319879,0.237080387,0.290573268,-0.397890968,-0.342968922,0.052925055,-0.126540712,0.322121745,-0.154243723,-0.316487813,0.040271459
SGO1-AS1,-0.190407808,-0.108472939,0.194858073,-0.02430483,-0.086230382,0.449439511,-0.218789517,0.630080295,-0.278661124,-0.007005631,-0.090190304,0.200229968,-0.121031662,0.293647847,-0.168435655,0.0597747,0.443790868
ZFP36L1,-0.214681932,-0.244473999,0.838118502,0.321163514,-0.22746753,-0.236875192,-0.206748808,-0.240570977,-0.225460387,-0.249533835,1.582250771,-0.233756334,-0.211114277,-0.238362826,-0.236314991,0.934357918,-0.237818212
MCC,-0.252626928,-0.310584794,1.037410603,-0.180681534,-0.277708425,0.542937198,-0.236146278,0.50405028,-0.315896746,-0.296626057,-0.176800861,-0.117425363,-0.226404001,-0.005797155,0.489998172,0.755315882,0.12469066
ACSBG1,-0.221569603,-0.092912178,1.674748097,-0.222936632,-0.224335046,-0.222321422,-0.224431483,-0.222256271,-0.228206367,-0.173863458,-0.154379884,-0.220695129,-0.225630317,-0.225900541,-0.224281295,-0.213341362,-0.2342919
TENM1,-0.197985517,-0.389982037,-0.35505629,0.697732527,-0.124186474,-0.01060372,-0.000965632,1.595156898,-0.298765822,-0.395683266,-0.386883029,1.364698922,-0.249441213,0.300681638,0.858191458,-0.357770623,0.151879784
WIF1,-0.225812481,-0.234083344,1.375766998,-0.222497746,-0.229393151,-0.039813059,-0.230137485,0.512085672,-0.216502,-0.232757356,-0.170610946,-0.035231316,-0.228840796,-0.125508282,-0.235202988,-0.210378088,-0.224341985
P2RY12,-0.117192805,-0.155782225,-0.122109847,-0.081840635,-0.142396166,-0.145988122,-0.141415625,-0.151590262,-0.152665055,-0.153915364,3.449485365,-0.149077063,-0.129464721,-0.123797814,-0.138094073,-0.145664546,-0.154117458
MAF,-0.24158982,-0.224774908,-0.093827716,-0.091590613,-0.253795838,0.160222584,-0.254964809,0.626111931,-0.230601127,-0.200311222,1.719184547,1.058998006,-0.232300511,0.756732884,-0.230859913,0.009972711,-0.253754116
PWRN1,-0.162946327,0.098549274,-0.388198084,-0.386164015,-0.212276673,1.474521816,0.096016764,0.070719105,-0.385041719,-0.371069012,-0.364027004,0.628221956,-0.298721526,0.682377785,0.79454569,-0.359578123,1.720222934
LINC00499,-0.224149272,-0.231306821,1.926203717,-0.228263002,-0.2103174,-0.221875107,-0.227101987,-0.228069151,-0.241917271,-0.243745611,-0.175989276,-0.230509672,-0.22745933,-0.218967453,-0.230760181,-0.203147035,-0.232861635
AQP4,-0.183709105,-0.246046382,1.863525993,-0.228979469,-0.211937165,-0.243987865,-0.235059069,-0.251482836,-0.164503934,-0.243125481,-0.174520697,-0.240167325,-0.200501554,-0.225453598,-0.233936379,-0.208040132,-0.244524582
TUBA1A,-0.10479126,0.48944455,-0.390731411,-0.220095732,-0.007580243,-0.059777009,0.075572417,-0.220267197,0.672177273,0.102150254,-0.405376503,-0.141451719,0.057638371,-0.137948508,-0.044524991,-0.221320094,-0.033768291
SPON1,-0.234402992,-0.293798485,1.66230199,0.133521115,-0.184546835,-0.216356075,-0.197087564,-0.272499966,-0.267454376,-0.297240437,-0.200490013,-0.013069764,-0.222022482,-0.195527587,-0.160567963,-0.24533375,0.987701117
F3,-0.207788907,-0.210388563,1.629572206,-0.082005511,-0.210960232,-0.206970975,-0.211145189,-0.159958299,-0.207400174,-0.2193753,-0.137463241,-0.187483867,-0.207367525,-0.202599896,-0.207327197,0.002674139,-0.214141081
LRIG1,-0.248098652,-0.021358594,1.413519355,-0.133924282,-0.266115331,-0.198137616,-0.290055507,-0.290965039,-0.313538944,0.278291684,-0.057284782,-0.307535605,-0.232979403,-0.040288733,-0.254977606,-0.014182786,-0.291603688
ARHGAP42,-0.273170623,-0.261521569,0.57044119,1.310842468,-0.276827824,0.025929497,-0.216464507,0.294064577,-0.277236256,-0.27552351,-0.212006044,-0.200843396,-0.273326863,0.033417738,-0.260714761,1.018564115,-0.241167525
ARHGAP31,-0.275720472,-0.284831036,0.878008786,1.125919633,-0.275964614,-0.263852147,-0.277845958,-0.276119083,-0.284266373,-0.283005103,0.622084136,-0.271184061,-0.270195065,0.324813575,-0.200180272,0.793276228,-0.21111823
SLC7A11,-0.213718154,-0.222895844,1.717338712,-0.217311108,-0.178003688,-0.16712998,-0.219290804,-0.236243414,-0.234659428,-0.2466732,-0.17299674,-0.233632544,-0.181390891,-0.228451603,-0.235519131,0.887773725,-0.237821483
RAB3IP,-0.257556088,0.083594598,-0.295775208,0.968126245,-0.253495107,-0.019963381,-0.235669264,0.541061318,-0.267889864,0.078265101,-0.33146402,0.342203976,-0.175243709,0.985666634,-0.112453719,-0.272564993,0.132929978
PDLIM5,-0.283862311,-0.100767087,0.997855102,0.726812447,-0.308624023,-0.038661758,-0.281652498,-0.307448404,-0.313756672,-0.023945391,-0.002525213,-0.194139464,-0.092735833,-0.248020694,-0.285629211,0.666102003,-0.299978382
PIEZO2,-0.290912694,0.838793297,-0.292438325,-0.294171115,-0.291624499,-0.274646859,-0.291817427,-0.122613144,-0.307780235,1.620669338,-0.208753095,0.135290276,-0.287262592,-0.295946351,-0.202498035,-0.276692165,-0.292497652
RAB31,-0.276567357,-0.28024436,0.547645587,1.222081221,-0.210260808,-0.122525086,-0.185308913,-0.297122873,-0.262153867,-0.279231269,1.039655484,0.16702918,-0.173527147,-0.276472339,-0.15067358,-0.142554843,-0.304113469
HIF3A,-0.292396905,-0.309538289,1.690498795,0.730146191,-0.289242815,-0.079459715,-0.292792986,-0.300180351,-0.309255677,-0.316679018,-0.236967777,-0.293557942,-0.29438338,-0.292537496,-0.288609687,0.243854518,-0.264023621
SLCO1C1,-0.217535624,-0.226795018,1.815579371,-0.211002255,-0.224563545,-0.173611476,-0.222158325,-0.221321062,-0.217509622,-0.233085111,-0.147785945,-0.219907068,-0.222946751,-0.221928019,-0.217842633,0.016597344,-0.221991419
LINC00299,-0.137889217,-0.356148623,1.963835984,-0.273616608,-0.240845883,-0.263577288,-0.006257886,-0.333031887,-0.339164145,-0.355476363,-0.240008767,-0.342491735,0.092101123,0.04224561,-0.185069498,-0.330960004,-0.349312938
OLIG1,-0.293674147,0.59674127,-0.152187426,1.442017753,-0.292562471,-0.289115193,-0.294194287,-0.282036997,-0.288399048,0.206131825,-0.25530486,-0.294496829,-0.288571561,-0.296871368,-0.287679492,-0.261448696,-0.29854576
ALK,-0.261196696,-0.296682839,0.055455577,0.978472891,-0.239968125,0.067260977,-0.280371213,0.971386733,-0.342750194,-0.293699674,-0.323183691,0.382040819,-0.207938137,1.925029501,-0.234017494,-0.323651955,-0.264913125
GPR37L1,-0.26466918,-0.074360938,1.219500696,0.784463153,-0.271627989,-0.265900206,-0.267262664,-0.273682142,-0.253354567,-0.098491506,-0.204457866,-0.27435483,-0.266814512,-0.272672606,-0.264719475,-0.242200764,-0.276638919
CA2,-0.270368318,0.874130042,-0.102795222,-0.265700689,-0.266716586,-0.232223006,-0.267541912,-0.243493004,-0.263259608,0.818789431,-0.217176448,-0.250956069,-0.26476896,0.38719033,-0.265122422,0.201036078,-0.226462125
PPP1R14A,-0.263614141,1.147719091,-0.243957038,-0.200418767,-0.261679517,-0.270218018,-0.26014566,-0.263011002,-0.240422771,0.505398494,-0.195866828,-0.256284916,-0.25243916,-0.27068003,-0.246739914,0.123032736,-0.260350655
EGFR,-0.298982694,-0.310364379,0.938842438,0.409323094,-0.313019772,0.895926704,-0.280305835,-0.210311337,-0.314081482,-0.317070296,-0.278342597,-0.263223457,-0.306845336,1.416051474,-0.308968823,0.576932645,-0.313250482
CXCL14,-0.223178196,-0.22374237,0.254174782,-0.220675793,-0.226998451,1.925265214,-0.224424863,-0.217840538,-0.184612761,-0.242599483,-0.207894354,-0.214726462,-0.220776803,1.773399531,-0.230922526,-0.187669573,-0.211502707
HSP90AA1,-0.155708667,0.151712749,-0.306933562,-0.390137505,-0.007192779,0.009418911,0.188051643,-0.027577579,1.161678643,0.084652897,-0.211193319,-0.036993563,0.019535134,0.179050638,-0.049500487,0.00572989,-0.028620657
EPS8,-0.273990241,-0.004585797,0.364944563,0.462146366,-0.267793789,0.190763539,-0.247231538,-0.269921422,-0.289753187,-0.018250419,0.816528719,-0.076475179,-0.269501441,-0.129572219,-0.214544728,1.943499164,-0.210455142
WLS,-0.290483286,-0.34863575,0.842093501,0.043039473,-0.115012033,-0.124335141,0.018835639,0.266315307,-0.282426959,-0.330738778,0.059062493,1.101917541,-0.299482756,0.46649615,0.1555643,0.183630903,-0.08574446
PDGFRA,-0.205818843,-0.223213296,-0.219262539,2.661863638,-0.215208568,-0.183417716,-0.217176178,-0.197313954,-0.204312467,-0.232144832,-0.217841485,-0.194303852,-0.210365548,0.375368268,-0.20279558,-0.07190254,-0.207273739
SMOC1,-0.251512789,-0.016718269,-0.234160047,2.32182516,-0.247794634,0.136257217,-0.23554777,-0.244816391,-0.253286034,0.016316984,-0.245942555,-0.25337141,-0.248792793,-0.241111989,-0.16670552,-0.222191377,-0.252889765
KIAA1211,-0.295739499,-0.329750024,0.004896769,0.493850592,-0.256912221,0.957288904,-0.164195034,0.670912829,-0.352706389,-0.318661175,-0.285622003,0.788878443,-0.333623074,1.47696472,-0.130996151,-0.299844621,0.653954484
CABLES1,-0.211165204,-0.379689388,1.555387423,0.399223386,-0.191856606,-0.245997505,-0.089888977,-0.205455829,-0.325925387,-0.380548455,0.018027871,-0.004245974,-0.204143029,-0.2511069,-0.152764544,-0.217314803,0.013314665
PCSK5,-0.290789036,-0.299485403,0.992699127,0.348179091,-0.286279201,0.145796071,-0.312644676,-0.217452398,-0.323650582,-0.275041474,-0.103929298,0.696774238,-0.052703137,-0.056815116,1.219314444,-0.019563569,-0.332760888
VWC2,-0.216261815,-0.394826006,-0.390056756,0.41063621,0.157607357,0.740906308,0.0857359,1.684123539,-0.333303207,-0.396290277,-0.360398687,0.344866017,-0.169870947,1.043445649,-0.238236935,-0.373711897,-0.377216682
ITPR2,-0.027433216,-0.40240627,1.024105206,0.682682817,-0.384585699,-0.330348328,-0.425426257,-0.328144697,-0.536291324,-0.47874534,2.084632211,-0.407750339,-0.342525582,-0.522380614,0.230921713,-0.07419276,-0.059338173
AC233296.1,-0.270318125,0.189703909,-0.301424242,0.324465517,-0.157966324,1.046672756,-0.168111331,0.293185957,-0.349984402,0.344160972,-0.32826014,0.043948597,-0.306134196,0.185535116,-0.214142673,-0.11444767,-0.297564658
APBB1IP,-0.154567829,-0.169884422,-0.161194681,-0.163894557,-0.155876274,-0.154696571,-0.158552263,-0.1031544,-0.158268168,-0.168015075,4.028577358,-0.157969812,-0.15940136,-0.145560767,-0.157111903,-0.144428584,-0.145812811
ACSS1,-0.286810695,-0.060180946,1.645262848,-0.045132834,-0.292259866,-0.260499866,-0.281186745,-0.288036659,-0.290391693,0.093631872,0.038104901,-0.287876316,-0.291137948,-0.269204071,-0.283055713,-0.124608788,-0.291621079
TSHZ2,-0.193853436,-0.385000986,-0.340664589,-0.100290015,2.444978763,0.44467497,0.50691976,-0.358765444,-0.230929109,-0.392175491,-0.354668301,-0.346024227,0.127846733,-0.359483999,-0.185128617,0.062532713,3.186443883
FOXP2,-0.245738188,-0.389020412,-0.383330632,-0.384230677,1.705900606,-0.374105764,1.23276798,-0.365340746,-0.296704686,-0.397799055,1.262370434,-0.36799064,0.302838238,-0.375679015,1.529955877,0.191102188,1.353236643
AC008571.2,-0.303305178,1.044854855,-0.314656809,-0.318569617,-0.298436354,-0.202043567,-0.305161499,-0.29428589,-0.328505968,1.663613229,-0.274492314,-0.289306478,-0.309364337,-0.290009796,-0.280966859,-0.311422268,-0.320886359
ERMN,-0.250712892,1.072493396,-0.236713709,-0.249244907,-0.245176918,-0.255037744,-0.248648737,-0.2500719,-0.236015279,0.715774539,-0.185710225,-0.24747404,-0.241681904,-0.257361272,-0.251933373,-0.231438067,-0.251983035
MOG,-0.323193509,1.146505564,-0.307236266,-0.257909191,-0.319171251,-0.324326735,-0.324734588,-0.321118826,-0.331170729,1.607888672,-0.262327034,-0.320394293,-0.317330619,-0.325463647,-0.324673749,-0.319057392,-0.324264413
ANLN,-0.294391755,1.118641914,-0.290715668,-0.293861874,-0.290936265,-0.260437203,-0.295768765,-0.296450907,-0.28829225,1.195449331,-0.241188966,-0.248082507,-0.234769681,-0.26345365,-0.246892072,-0.283819131,-0.312420114
TRIM59,-0.257551296,1.097058555,-0.25170856,-0.256133175,-0.257379296,-0.25747343,-0.250627925,-0.24551701,-0.261313215,0.780095663,-0.209043722,-0.249585698,-0.250815033,-0.256065612,-0.249892694,-0.253117478,-0.258195741
ATP13A4,-0.285424636,-0.246133007,1.565901542,0.891346609,-0.293245654,-0.269193644,-0.289040834,-0.254321767,-0.33391477,-0.204657406,-0.237352476,-0.286399346,-0.286023343,-0.260919804,-0.27769766,-0.300229977,-0.301922535
KLHL5,-0.343362985,-0.107871193,-0.15575743,-0.022277608,-0.236206484,0.068402714,0.232756599,1.006675463,-0.284552831,0.109037565,0.549219691,0.768536559,-0.304204455,-0.168146677,0.477442625,0.564083722,0.637337995
FGFR3,-0.249149345,-0.266366959,1.987713684,-0.013795423,-0.255551139,-0.240553485,-0.254704157,-0.255730047,-0.25356376,-0.273643883,-0.154359054,-0.252342846,-0.257101662,-0.252489295,-0.25540361,-0.196046623,-0.26475908
ADAMTS17,-0.2822413,-0.323455511,0.683073192,1.04748334,-0.268637332,0.038781592,-0.310707364,1.023151048,-0.36039545,-0.23409842,-0.139151639,-0.073132326,-0.176810003,-0.333371949,-0.335167282,-0.24825868,-0.35600585
LRRC3B,-0.208977273,-0.331686812,1.289177354,0.016124089,-0.192852306,0.469830962,-0.168414565,-0.302076641,-0.266559014,-0.335088493,-0.25458461,-0.140089564,-0.118773504,0.265167232,0.196074576,-0.289486451,0.416938641
LINC00511,-0.201973549,-0.353908352,1.034282542,1.688815081,-0.278827039,-0.219832452,-0.202600609,-0.318400605,-0.376444473,-0.370490946,-0.348730496,-0.164453871,-0.197568219,-0.23113268,-0.206483223,-0.36951738,-0.014973245
AL137139.2,-0.245865463,-0.269499614,2.119466193,-0.257389288,-0.257895254,-0.252015193,-0.253949536,-0.243933348,-0.277330318,-0.243185207,-0.183968408,-0.251226031,-0.259416661,-0.255888699,-0.253818736,0.147007522,-0.25904952
GAD2,-0.263930445,-0.267364973,-0.268035552,-0.274963162,-0.26595885,0.665447655,-0.261530235,1.574369779,-0.217834844,-0.238930386,-0.2654452,0.97174515,-0.260919774,2.785284713,-0.262171738,-0.227114502,-0.265230024
S100B,-0.280708764,0.59947635,0.338098509,0.477274404,-0.278043316,-0.267935873,-0.278809398,-0.279328167,-0.238009146,0.224155305,-0.197692479,-0.270762799,-0.275863643,-0.279209544,-0.264373862,-0.212028731,-0.278341673
SPARCL1,0.048808576,-0.721568032,0.937516186,-0.323892999,0.306582451,-0.644229647,0.092597821,0.7573805,0.913952189,-0.811904688,-0.592717767,0.298025616,0.283292879,-0.567909139,0.248998681,0.469426244,-0.211490195
PDZRN4,-0.151398953,-0.429867402,-0.437529659,1.076909691,1.238618035,-0.339962172,0.234297667,-0.327498601,-0.417181228,-0.442198075,-0.468522197,-0.029560644,1.720104994,-0.432109215,1.61019119,-0.419182787,0.688395438
SST,-0.152789327,-0.136364723,-0.139041857,-0.134101183,-0.1426264,0.028700696,-0.148356573,-0.029150062,-0.047197286,-0.146940623,-0.098258937,3.106919793,-0.152891486,0.214620205,-0.126486724,-0.069499532,-0.149325259
KCNIP1,-0.322929787,-0.356889227,0.167374528,0.945498224,-0.318004409,0.675255569,-0.326788933,-0.087558766,-0.321232474,-0.360806928,0.191740206,0.951907589,-0.218226788,1.501733503,-0.253629945,-0.177091506,1.139855716
FOLH1,-0.277393381,1.07122876,-0.264261264,-0.271270725,-0.271488573,-0.277655147,-0.275138996,-0.269251889,-0.274425923,1.14176609,-0.223538308,-0.249880027,-0.274406122,-0.281052858,-0.275163874,-0.26476936,-0.280586377
